Country,date,total_cases
Denmark,2022-07-17,3205594
Denmark,2022-07-18,3205594
Denmark,2022-07-19,3205594
Denmark,2022-07-20,3205594
Denmark,2022-07-21,3205594
Denmark,2022-07-22,3205594
Denmark,2022-07-23,3205594
Denmark,2022-07-24,3220040
Denmark,2022-07-25,3220040
Denmark,2022-07-26,3220040
Denmark,2022-07-27,3220040
Denmark,2022-07-28,3220040
Denmark,2022-07-29,3220040
Denmark,2022-07-30,3220040
Denmark,2022-07-31,3230985
Denmark,2022-08-01,3230985
Denmark,2022-08-02,3230985
Denmark,2022-08-03,3230985
Denmark,2022-08-04,3230985
Denmark,2022-08-05,3230985
Denmark,2022-08-06,3230985
Denmark,2022-08-07,3241624
Denmark,2022-08-08,3241624
Denmark,2022-08-09,3241624
Denmark,2022-08-10,3241624
Denmark,2022-08-11,3241624
Denmark,2022-08-12,3241624
Denmark,2022-08-13,3241624
Denmark,2022-08-14,3253433
Denmark,2022-08-15,3253433
Denmark,2022-08-16,3253433
Denmark,2022-08-17,3253433
Denmark,2022-08-18,3253433
Denmark,2022-08-19,3253433
Denmark,2022-08-20,3253433
Denmark,2022-08-21,3263146
Denmark,2022-08-22,3263146
Denmark,2022-08-23,3263146
Denmark,2022-08-24,3263146
Denmark,2022-08-25,3263146
Denmark,2022-08-26,3263146
Denmark,2022-08-27,3263146
Denmark,2022-08-28,3270037
Denmark,2022-08-29,3270037
Denmark,2022-08-30,3270037
Denmark,2022-08-31,3270037
Denmark,2022-09-01,3270037
Denmark,2022-09-02,3270037
Denmark,2022-09-03,3270037
Denmark,2022-09-04,3275188
Denmark,2022-09-05,3275188
Denmark,2022-09-06,3275188
Denmark,2022-09-07,3275188
Denmark,2022-09-08,3275188
Denmark,2022-09-09,3275188
Denmark,2022-09-10,3275188
Denmark,2022-09-11,3280650
Denmark,2022-09-12,3280650
Denmark,2022-09-13,3280650
Denmark,2022-09-14,3280650
Denmark,2022-09-15,3280650
Denmark,2022-09-16,3280650
Denmark,2022-09-17,3280650
Denmark,2022-09-18,3285889
Denmark,2022-09-19,3285889
Denmark,2022-09-20,3285889
Denmark,2022-09-21,3285889
Denmark,2022-09-22,3285889
Denmark,2022-09-23,3285889
Denmark,2022-09-24,3285889
Denmark,2022-09-25,3292141
Denmark,2022-09-26,3292141
Denmark,2022-09-27,3292141
Denmark,2022-09-28,3292141
Denmark,2022-09-29,3292141
Denmark,2022-09-30,3292141
Denmark,2022-10-01,3292141
Denmark,2022-10-02,3300495
Denmark,2022-10-03,3300495
Denmark,2022-10-04,3300495
Denmark,2022-10-05,3300495
Denmark,2022-10-06,3300495
Denmark,2022-10-07,3300495
Denmark,2022-10-08,3300495
Denmark,2022-10-09,3309542
Denmark,2022-10-10,3309542
Denmark,2022-10-11,3309542
Denmark,2022-10-12,3309542
Denmark,2022-10-13,3309542
Denmark,2022-10-14,3309542
Denmark,2022-10-15,3309542
Denmark,2022-10-16,3318745
Denmark,2022-10-17,3318745
Denmark,2022-10-18,3318745
Denmark,2022-10-19,3318745
Denmark,2022-10-20,3318745
Denmark,2022-10-21,3318745
Denmark,2022-10-22,3318745
Denmark,2022-10-23,3326805
Denmark,2022-10-24,3326805
Denmark,2022-10-25,3326805
Denmark,2022-10-26,3326805
Denmark,2022-10-27,3326805
Denmark,2022-10-28,3326805
Denmark,2022-10-29,3326805
Denmark,2022-10-30,3333374
Denmark,2022-10-31,3333374
Denmark,2022-11-01,3333374
Denmark,2022-11-02,3333374
Denmark,2022-11-03,3333374
Denmark,2022-11-04,3333374
Denmark,2022-11-05,3333374
Denmark,2022-11-06,3337938
Denmark,2022-11-07,3337938
Denmark,2022-11-08,3337938
Denmark,2022-11-09,3337938
Denmark,2022-11-10,3337938
Denmark,2022-11-11,3337938
Denmark,2022-11-12,3337938
Denmark,2022-11-13,3342188
Denmark,2022-11-14,3342188
Denmark,2022-11-15,3342188
Denmark,2022-11-16,3342188
Denmark,2022-11-17,3342188
Denmark,2022-11-18,3342188
Denmark,2022-11-19,3342188
Denmark,2022-11-20,3346044
Denmark,2022-11-21,3346044
Denmark,2022-11-22,3346044
Denmark,2022-11-23,3346044
Denmark,2022-11-24,3346044
Denmark,2022-11-25,3346044
Denmark,2022-11-26,3346044
Denmark,2022-11-27,3350376
Denmark,2022-11-28,3350376
Denmark,2022-11-29,3350376
Denmark,2022-11-30,3350376
Denmark,2022-12-01,3350376
Denmark,2022-12-02,3350376
Denmark,2022-12-03,3350376
Denmark,2022-12-04,3356914
Denmark,2022-12-05,3356914
Denmark,2022-12-06,3356914
Denmark,2022-12-07,3356914
Denmark,2022-12-08,3356914
Denmark,2022-12-09,3356914
Denmark,2022-12-10,3356914
Denmark,2022-12-11,3365856
Denmark,2022-12-12,3365856
Denmark,2022-12-13,3365856
Denmark,2022-12-14,3365856
Denmark,2022-12-15,3365856
Denmark,2022-12-16,3365856
Denmark,2022-12-17,3365856
Denmark,2022-12-18,3372765
Denmark,2022-12-19,3372765
Denmark,2022-12-20,3372765
Denmark,2022-12-21,3372765
Denmark,2022-12-22,3372765
Denmark,2022-12-23,3372765
Denmark,2022-12-24,3372765
Denmark,2022-12-25,3381851
Denmark,2022-12-26,3381851
Denmark,2022-12-27,3381851
Denmark,2022-12-28,3381851
Denmark,2022-12-29,3381851
Denmark,2022-12-30,3381851
Denmark,2022-12-31,3381851
Denmark,2023-01-01,3389605
Denmark,2023-01-02,3389605
Denmark,2023-01-03,3389605
Denmark,2023-01-04,3389605
Denmark,2023-01-05,3389605
Denmark,2023-01-06,3389605
Denmark,2023-01-07,3389605
Denmark,2023-01-08,3394463
Denmark,2023-01-09,3394463
Denmark,2023-01-10,3394463
Denmark,2023-01-11,3394463
Denmark,2023-01-12,3394463
Denmark,2023-01-13,3394463
Denmark,2023-01-14,3394463
Denmark,2023-01-15,3396917
Denmark,2023-01-16,3396917
Denmark,2023-01-17,3396917
Denmark,2023-01-18,3396917
Denmark,2023-01-19,3396917
Denmark,2023-01-20,3396917
Denmark,2023-01-21,3396917
Denmark,2023-01-22,3398274
Denmark,2023-01-23,3398274
Denmark,2023-01-24,3398274
Denmark,2023-01-25,3398274
Denmark,2023-01-26,3398274
Denmark,2023-01-27,3398274
Denmark,2023-01-28,3398274
Denmark,2023-01-29,3399338
Denmark,2023-01-30,3399338
Denmark,2023-01-31,3399338
Denmark,2023-02-01,3399338
Denmark,2023-02-02,3399338
Denmark,2023-02-03,3399338
Denmark,2023-02-04,3399338
Denmark,2023-02-05,3400410
Denmark,2023-02-06,3400410
Denmark,2023-02-07,3400410
Denmark,2023-02-08,3400410
Denmark,2023-02-09,3400410
Denmark,2023-02-10,3400410
Denmark,2023-02-11,3400410
Denmark,2023-02-12,3401371
Denmark,2023-02-13,3401371
Denmark,2023-02-14,3401371
Denmark,2023-02-15,3401371
Denmark,2023-02-16,3401371
Denmark,2023-02-17,3401371
Denmark,2023-02-18,3401371
Denmark,2023-02-19,3402251
Denmark,2023-02-20,3402251
Denmark,2023-02-21,3402251
Denmark,2023-02-22,3402251
Denmark,2023-02-23,3402251
Denmark,2023-02-24,3402251
Denmark,2023-02-25,3402251
Denmark,2023-02-26,3403074
Denmark,2023-02-27,3403074
Denmark,2023-02-28,3403074
Denmark,2023-03-01,3403074
Denmark,2023-03-02,3403074
Denmark,2023-03-03,3403074
Denmark,2023-03-04,3403074
Denmark,2023-03-05,3403829
Denmark,2023-03-06,3403829
Denmark,2023-03-07,3403829
Denmark,2023-03-08,3403829
Denmark,2023-03-09,3403829
Denmark,2023-03-10,3403829
Denmark,2023-03-11,3403829
Denmark,2023-03-12,3404674
Denmark,2023-03-13,3404674
Denmark,2023-03-14,3404674
Denmark,2023-03-15,3404674
Denmark,2023-03-16,3404674
Denmark,2023-03-17,3404674
Denmark,2023-03-18,3404674
Denmark,2023-03-19,3405922
Denmark,2023-03-20,3405922
Denmark,2023-03-21,3405922
Denmark,2023-03-22,3405922
Denmark,2023-03-23,3405922
Denmark,2023-03-24,3405922
Denmark,2023-03-25,3405922
Denmark,2023-03-26,3407506
Denmark,2023-03-27,3407506
Denmark,2023-03-28,3407506
Denmark,2023-03-29,3407506
Denmark,2023-03-30,3407506
Denmark,2023-03-31,3407506
Denmark,2023-04-01,3407506
Denmark,2023-04-02,3408815
Denmark,2023-04-03,3408815
Denmark,2023-04-04,3408815
Denmark,2023-04-05,3408815
Denmark,2023-04-06,3408815
Denmark,2023-04-07,3408815
Denmark,2023-04-08,3408815
Denmark,2023-04-09,3409630
Denmark,2023-04-10,3409630
Denmark,2023-04-11,3409630
Denmark,2023-04-12,3409630
Denmark,2023-04-13,3409630
Denmark,2023-04-14,3409630
Denmark,2023-04-15,3409630
Denmark,2023-04-16,3410463
Denmark,2023-04-17,3410463
Denmark,2023-04-18,3410463
Denmark,2023-04-19,3410463
Denmark,2023-04-20,3410463
Denmark,2023-04-21,3410463
Denmark,2023-04-22,3410463
Denmark,2023-04-23,3411214
Denmark,2023-04-24,3411214
Denmark,2023-04-25,3411214
Denmark,2023-04-26,3411214
Denmark,2023-04-27,3411214
Denmark,2023-04-28,3411214
Denmark,2023-04-29,3411214
Denmark,2023-04-30,3411800
Denmark,2023-05-01,3411800
Denmark,2023-05-02,3411800
Denmark,2023-05-03,3411800
Denmark,2023-05-04,3411800
Denmark,2023-05-05,3411800
Denmark,2023-05-06,3411800
Denmark,2023-05-07,3412324
Denmark,2023-05-08,3412324
Denmark,2023-05-09,3412324
Denmark,2023-05-10,3412324
Denmark,2023-05-11,3412324
Denmark,2023-05-12,3412324
Denmark,2023-05-13,3412324
Denmark,2023-05-14,3412926
Denmark,2023-05-15,3412926
Denmark,2023-05-16,3412926
Denmark,2023-05-17,3412926
Denmark,2023-05-18,3412926
Denmark,2023-05-19,3412926
Denmark,2023-05-20,3412926
Denmark,2023-05-21,3413293
Denmark,2023-05-22,3413293
Denmark,2023-05-23,3413293
Denmark,2023-05-24,3413293
Denmark,2023-05-25,3413293
Denmark,2023-05-26,3413293
Denmark,2023-05-27,3413293
Denmark,2023-05-28,3413642
Denmark,2023-05-29,3413642
Denmark,2023-05-30,3413642
Denmark,2023-05-31,3413642
Denmark,2023-06-01,3413642
Denmark,2023-06-02,3413642
Denmark,2023-06-03,3413642
Denmark,2023-06-04,3413835
Denmark,2023-06-05,3413835
Denmark,2023-06-06,3413835
Denmark,2023-06-07,3413835
Denmark,2023-06-08,3413835
Denmark,2023-06-09,3413835
Denmark,2023-06-10,3413835
Denmark,2023-06-11,3414007
Denmark,2023-06-12,3414007
Denmark,2023-06-13,3414007
Denmark,2023-06-14,3414007
Denmark,2023-06-15,3414007
Denmark,2023-06-16,3414007
Denmark,2023-06-17,3414007
Denmark,2023-06-18,3414169
Denmark,2023-06-19,3414169
Denmark,2023-06-20,3414169
Denmark,2023-06-21,3414169
Denmark,2023-06-22,3414169
Denmark,2023-06-23,3414169
Denmark,2023-06-24,3414169
Denmark,2023-06-25,3414195
Denmark,2023-06-26,3414195
Denmark,2023-06-27,3414195
Denmark,2023-06-28,3414195
Denmark,2023-06-29,3414195
Denmark,2023-06-30,3414195
Denmark,2023-07-01,3414195
Denmark,2023-07-02,3414274
Denmark,2023-07-03,3414274
Denmark,2023-07-04,3414274
Denmark,2023-07-05,3414274
Denmark,2023-07-06,3414274
Denmark,2023-07-07,3414274
Denmark,2023-07-08,3414274
Denmark,2023-07-09,3414333
Denmark,2023-07-10,3414333
Denmark,2023-07-11,3414333
Denmark,2023-07-12,3414333
Denmark,2023-07-13,3414333
Denmark,2023-07-14,3414333
Denmark,2023-07-15,3414333
Denmark,2023-07-16,3414419
Denmark,2023-07-17,3414419
Denmark,2023-07-18,3414419
Denmark,2023-07-19,3414419
Denmark,2023-07-20,3414419
Denmark,2023-07-21,3414419
Denmark,2023-07-22,3414419
Denmark,2023-07-23,3414510
Denmark,2023-07-24,3414510
Denmark,2023-07-25,3414510
Denmark,2023-07-26,3414510
Denmark,2023-07-27,3414510
Denmark,2023-07-28,3414510
Denmark,2023-07-29,3414510
Denmark,2023-07-30,3414569
Denmark,2023-07-31,3414569
Denmark,2023-08-01,3414569
Denmark,2023-08-02,3414569
Denmark,2023-08-03,3414569
Denmark,2023-08-04,3414569
Denmark,2023-08-05,3414569
Denmark,2023-08-06,3414674
Denmark,2023-08-07,3414674
Denmark,2023-08-08,3414674
Denmark,2023-08-09,3414674
Denmark,2023-08-10,3414674
Denmark,2023-08-11,3414674
Denmark,2023-08-12,3414674
Denmark,2023-08-13,3414815
Denmark,2023-08-14,3414815
Denmark,2023-08-15,3414815
Denmark,2023-08-16,3414815
Denmark,2023-08-17,3414815
Denmark,2023-08-18,3414815
Denmark,2023-08-19,3414815
Denmark,2023-08-20,3415091
Denmark,2023-08-21,3415091
Denmark,2023-08-22,3415091
Denmark,2023-08-23,3415091
Denmark,2023-08-24,3415091
Denmark,2023-08-25,3415091
Denmark,2023-08-26,3415091
Denmark,2023-08-27,3415375
Denmark,2023-08-28,3415375
Denmark,2023-08-29,3415375
Denmark,2023-08-30,3415375
Denmark,2023-08-31,3415375
Denmark,2023-09-01,3415375
Denmark,2023-09-02,3415375
Denmark,2023-09-03,3415744
Denmark,2023-09-04,3415744
Denmark,2023-09-05,3415744
Denmark,2023-09-06,3415744
Denmark,2023-09-07,3415744
Denmark,2023-09-08,3415744
Denmark,2023-09-09,3415744
Denmark,2023-09-10,3416173
Denmark,2023-09-11,3416173
Denmark,2023-09-12,3416173
Denmark,2023-09-13,3416173
Denmark,2023-09-14,3416173
Denmark,2023-09-15,3416173
Denmark,2023-09-16,3416173
Denmark,2023-09-17,3416554
Denmark,2023-09-18,3416554
Denmark,2023-09-19,3416554
Denmark,2023-09-20,3416554
Denmark,2023-09-21,3416554
Denmark,2023-09-22,3416554
Denmark,2023-09-23,3416554
Denmark,2023-09-24,3416698
Denmark,2023-09-25,3416698
Denmark,2023-09-26,3416698
Denmark,2023-09-27,3416698
Denmark,2023-09-28,3416698
Denmark,2023-09-29,3416698
Denmark,2023-09-30,3416698
Denmark,2023-10-01,3417017
Denmark,2023-10-02,3417017
Denmark,2023-10-03,3417017
Denmark,2023-10-04,3417017
Denmark,2023-10-05,3417017
Denmark,2023-10-06,3417017
Denmark,2023-10-07,3417017
Denmark,2023-10-08,3417017
Denmark,2023-10-09,3417017
Denmark,2023-10-10,3417017
Denmark,2023-10-11,3417017
Denmark,2023-10-12,3417017
Denmark,2023-10-13,3417017
Denmark,2023-10-14,3417017
Denmark,2023-10-15,3417017
Denmark,2023-10-16,3417017
Denmark,2023-10-17,3417017
Denmark,2023-10-18,3417017
Denmark,2023-10-19,3417017
Denmark,2023-10-20,3417017
Denmark,2023-10-21,3417017
Denmark,2023-10-22,3417017
Denmark,2023-10-23,3417017
Denmark,2023-10-24,3417017
Denmark,2023-10-25,3417017
Denmark,2023-10-26,3417017
Denmark,2023-10-27,3417017
Denmark,2023-10-28,3417017
Denmark,2023-10-29,3417017
Denmark,2023-10-30,3417017
Denmark,2023-10-31,3417017
Denmark,2023-11-01,3417017
Denmark,2023-11-02,3417017
Denmark,2023-11-03,3417017
Denmark,2023-11-04,3417017
Denmark,2023-11-05,3417958
Denmark,2023-11-06,3417958
Denmark,2023-11-07,3417958
Denmark,2023-11-08,3417958
Denmark,2023-11-09,3417958
Denmark,2023-11-10,3417958
Denmark,2023-11-11,3417958
Denmark,2023-11-12,3419037
Denmark,2023-11-13,3419037
Denmark,2023-11-14,3419037
Denmark,2023-11-15,3419037
Denmark,2023-11-16,3419037
Denmark,2023-11-17,3419037
Denmark,2023-11-18,3419037
Denmark,2023-11-19,3420247
Denmark,2023-11-20,3420247
Denmark,2023-11-21,3420247
Denmark,2023-11-22,3420247
Denmark,2023-11-23,3420247
Denmark,2023-11-24,3420247
Denmark,2023-11-25,3420247
Denmark,2023-11-26,3421904
Denmark,2023-11-27,3421904
Denmark,2023-11-28,3421904
Denmark,2023-11-29,3421904
Denmark,2023-11-30,3421904
Denmark,2023-12-01,3421904
Denmark,2023-12-02,3421904
Denmark,2023-12-03,3423954
Denmark,2023-12-04,3423954
Denmark,2023-12-05,3423954
Denmark,2023-12-06,3423954
Denmark,2023-12-07,3423954
Denmark,2023-12-08,3423954
Denmark,2023-12-09,3423954
Denmark,2023-12-10,3426666
Denmark,2023-12-11,3426666
Denmark,2023-12-12,3426666
Denmark,2023-12-13,3426666
Denmark,2023-12-14,3426666
Denmark,2023-12-15,3426666
Denmark,2023-12-16,3426666
Denmark,2023-12-17,3429354
Denmark,2023-12-18,3429354
Denmark,2023-12-19,3429354
Denmark,2023-12-20,3429354
Denmark,2023-12-21,3429354
Denmark,2023-12-22,3429354
Denmark,2023-12-23,3429354
Denmark,2023-12-24,3431306
Denmark,2023-12-25,3431306
Denmark,2023-12-26,3431306
Denmark,2023-12-27,3431306
Denmark,2023-12-28,3431306
Denmark,2023-12-29,3431306
Denmark,2023-12-30,3431306
Denmark,2023-12-31,3432346
Denmark,2024-01-01,3432346
Denmark,2024-01-02,3432346
Denmark,2024-01-03,3432346
Denmark,2024-01-04,3432346
Denmark,2024-01-05,3432346
Denmark,2024-01-06,3432346
Denmark,2024-01-07,3433078
Denmark,2024-01-08,3433078
Denmark,2024-01-09,3433078
Denmark,2024-01-10,3433078
Denmark,2024-01-11,3433078
Denmark,2024-01-12,3433078
Denmark,2024-01-13,3433078
Denmark,2024-01-14,3433470
Denmark,2024-01-15,3433470
Denmark,2024-01-16,3433470
Denmark,2024-01-17,3433470
Denmark,2024-01-18,3433470
Denmark,2024-01-19,3433470
Denmark,2024-01-20,3433470
Denmark,2024-01-21,3433786
Denmark,2024-01-22,3433786
Denmark,2024-01-23,3433786
Denmark,2024-01-24,3433786
Denmark,2024-01-25,3433786
Denmark,2024-01-26,3433786
Denmark,2024-01-27,3433786
Denmark,2024-01-28,3434002
Denmark,2024-01-29,3434002
Denmark,2024-01-30,3434002
Denmark,2024-01-31,3434002
Denmark,2024-02-01,3434002
Denmark,2024-02-02,3434002
Denmark,2024-02-03,3434002
Denmark,2024-02-04,3434172
Denmark,2024-02-05,3434172
Denmark,2024-02-06,3434172
Denmark,2024-02-07,3434172
Denmark,2024-02-08,3434172
Denmark,2024-02-09,3434172
Denmark,2024-02-10,3434172
Denmark,2024-02-11,3434301
Denmark,2024-02-12,3434301
Denmark,2024-02-13,3434301
Denmark,2024-02-14,3434301
Denmark,2024-02-15,3434301
Denmark,2024-02-16,3434301
Denmark,2024-02-17,3434301
Denmark,2024-02-18,3434420
Denmark,2024-02-19,3434420
Denmark,2024-02-20,3434420
Denmark,2024-02-21,3434420
Denmark,2024-02-22,3434420
Denmark,2024-02-23,3434420
Denmark,2024-02-24,3434420
Denmark,2024-02-25,3434511
Denmark,2024-02-26,3434511
Denmark,2024-02-27,3434511
Denmark,2024-02-28,3434511
Denmark,2024-02-29,3434511
Denmark,2024-03-01,3434511
Denmark,2024-03-02,3434511
Denmark,2024-03-03,3434598
Denmark,2024-03-04,3434598
Denmark,2024-03-05,3434598
Denmark,2024-03-06,3434598
Denmark,2024-03-07,3434598
Denmark,2024-03-08,3434598
Denmark,2024-03-09,3434598
Denmark,2024-03-10,3434660
Denmark,2024-03-11,3434660
Denmark,2024-03-12,3434660
Denmark,2024-03-13,3434660
Denmark,2024-03-14,3434660
Denmark,2024-03-15,3434660
Denmark,2024-03-16,3434660
Denmark,2024-03-17,3434723
Denmark,2024-03-18,3434723
Denmark,2024-03-19,3434723
Denmark,2024-03-20,3434723
Denmark,2024-03-21,3434723
Denmark,2024-03-22,3434723
Denmark,2024-03-23,3434723
Denmark,2024-03-24,3434788
Denmark,2024-03-25,3434788
Denmark,2024-03-26,3434788
Denmark,2024-03-27,3434788
Denmark,2024-03-28,3434788
Denmark,2024-03-29,3434788
Denmark,2024-03-30,3434788
Denmark,2024-03-31,3434844
Denmark,2024-04-01,3434844
Denmark,2024-04-02,3434844
Denmark,2024-04-03,3434844
Denmark,2024-04-04,3434844
Denmark,2024-04-05,3434844
Denmark,2024-04-06,3434844
Denmark,2024-04-07,3434887
Denmark,2024-04-08,3434887
Denmark,2024-04-09,3434887
Denmark,2024-04-10,3434887
Denmark,2024-04-11,3434887
Denmark,2024-04-12,3434887
Denmark,2024-04-13,3434887
Denmark,2024-04-14,3434939
Denmark,2024-04-15,3434939
Denmark,2024-04-16,3434939
Denmark,2024-04-17,3434939
Denmark,2024-04-18,3434939
Denmark,2024-04-19,3434939
Denmark,2024-04-20,3434939
Denmark,2024-04-21,3434977
Denmark,2024-04-22,3434977
Denmark,2024-04-23,3434977
Denmark,2024-04-24,3434977
Denmark,2024-04-25,3434977
Denmark,2024-04-26,3434977
Denmark,2024-04-27,3434977
Denmark,2024-04-28,3435019
Denmark,2024-04-29,3435019
Denmark,2024-04-30,3435019
Denmark,2024-05-01,3435019
Denmark,2024-05-02,3435019
Denmark,2024-05-03,3435019
Denmark,2024-05-04,3435019
Denmark,2024-05-05,3435081
Denmark,2024-05-06,3435081
Denmark,2024-05-07,3435081
Denmark,2024-05-08,3435081
Denmark,2024-05-09,3435081
Denmark,2024-05-10,3435081
Denmark,2024-05-11,3435081
Denmark,2024-05-12,3435132
Denmark,2024-05-13,3435132
Denmark,2024-05-14,3435132
Denmark,2024-05-15,3435132
Denmark,2024-05-16,3435132
Denmark,2024-05-17,3435132
Denmark,2024-05-18,3435132
Denmark,2024-05-19,3435199
Denmark,2024-05-20,3435199
Denmark,2024-05-21,3435199
Denmark,2024-05-22,3435199
Denmark,2024-05-23,3435199
Denmark,2024-05-24,3435199
Denmark,2024-05-25,3435199
Denmark,2024-05-26,3435259
Denmark,2024-05-27,3435259
Denmark,2024-05-28,3435259
Denmark,2024-05-29,3435259
Denmark,2024-05-30,3435259
Denmark,2024-05-31,3435259
Denmark,2024-06-01,3435259
Denmark,2024-06-02,3435320
Denmark,2024-06-03,3435320
Denmark,2024-06-04,3435320
Denmark,2024-06-05,3435320
Denmark,2024-06-06,3435320
Denmark,2024-06-07,3435320
Denmark,2024-06-08,3435320
Denmark,2024-06-09,3435384
Denmark,2024-06-10,3435384
Denmark,2024-06-11,3435384
Denmark,2024-06-12,3435384
Denmark,2024-06-13,3435384
Denmark,2024-06-14,3435384
Denmark,2024-06-15,3435384
Denmark,2024-06-16,3435499
Denmark,2024-06-17,3435499
Denmark,2024-06-18,3435499
Denmark,2024-06-19,3435499
Denmark,2024-06-20,3435499
Denmark,2024-06-21,3435499
Denmark,2024-06-22,3435499
Denmark,2024-06-23,3435679
Denmark,2024-06-24,3435679
Denmark,2024-06-25,3435679
Denmark,2024-06-26,3435679
Denmark,2024-06-27,3435679
Denmark,2024-06-28,3435679
Denmark,2024-06-29,3435679
Denmark,2024-06-30,3435679
Denmark,2024-07-01,3435679
Denmark,2024-07-02,3435679
Denmark,2024-07-03,3435679
Denmark,2024-07-04,3435679
Denmark,2024-07-05,3435679
Denmark,2024-07-06,3435679
Denmark,2024-07-07,3435679
Denmark,2024-07-08,3435679
Denmark,2024-07-09,3435679
Denmark,2024-07-10,3435679
Denmark,2024-07-11,3435679
Denmark,2024-07-12,3435679
Denmark,2024-07-13,3435679
Denmark,2024-07-14,3435679
Denmark,2024-07-15,3435679
Denmark,2024-07-16,3435679
Denmark,2024-07-17,3435679
Denmark,2024-07-18,3435679
Denmark,2024-07-19,3435679
Denmark,2024-07-20,3435679
Denmark,2024-07-21,3435679
Denmark,2024-07-22,3435679
Denmark,2024-07-23,3435679
Denmark,2024-07-24,3435679
Denmark,2024-07-25,3435679
Denmark,2024-07-26,3435679
Denmark,2024-07-27,3435679
Denmark,2024-07-28,3435679
Denmark,2024-07-29,3435679
Denmark,2024-07-30,3435679
Denmark,2024-07-31,3435679
Denmark,2024-08-01,3435679
Denmark,2024-08-02,3435679
Denmark,2024-08-03,3435679
Denmark,2024-08-04,3435679
Norway,2020-01-05,0
Norway,2020-01-06,0
Norway,2020-01-07,0
Norway,2020-01-08,0
Norway,2020-01-09,0
Norway,2020-01-10,0
Norway,2020-01-11,0
Norway,2020-01-12,0
Norway,2020-01-13,0
Norway,2020-01-14,0
Norway,2020-01-15,0
Norway,2020-01-16,0
Norway,2020-01-17,0
Norway,2020-01-18,0
Norway,2020-01-19,0
Norway,2020-01-20,0
Norway,2020-01-21,0
Norway,2020-01-22,0
Norway,2020-01-23,0
Norway,2020-01-24,0
Norway,2020-01-25,0
Norway,2020-01-26,0
Norway,2020-01-27,0
Norway,2020-01-28,0
Norway,2020-01-29,0
Norway,2020-01-30,0
Norway,2020-01-31,0
Norway,2020-02-01,0
Norway,2020-02-02,0
Norway,2020-02-03,0
Norway,2020-02-04,0
Norway,2020-02-05,0
Norway,2020-02-06,0
Norway,2020-02-07,0
Norway,2020-02-08,0
Norway,2020-02-09,0
Norway,2020-02-10,0
Norway,2020-02-11,0
Norway,2020-02-12,0
Norway,2020-02-13,0
Norway,2020-02-14,0
Norway,2020-02-15,0
Norway,2020-02-16,0
Norway,2020-02-17,0
Norway,2020-02-18,0
Norway,2020-02-19,0
Norway,2020-02-20,0
Norway,2020-02-21,0
Norway,2020-02-22,0
Norway,2020-02-23,1
Norway,2020-02-24,1
Norway,2020-02-25,1
Norway,2020-02-26,1
Norway,2020-02-27,1
Norway,2020-02-28,1
Norway,2020-02-29,1
Norway,2020-03-01,21
Norway,2020-03-02,21
Norway,2020-03-03,21
Norway,2020-03-04,21
Norway,2020-03-05,21
Norway,2020-03-06,21
Norway,2020-03-07,21
Norway,2020-03-08,183
Norway,2020-03-09,183
Norway,2020-03-10,183
Norway,2020-03-11,183
Norway,2020-03-12,183
Norway,2020-03-13,183
Norway,2020-03-14,183
Norway,2020-03-15,1364
Norway,2020-03-16,1364
Norway,2020-03-17,1364
Norway,2020-03-18,1364
Norway,2020-03-19,1364
Norway,2020-03-20,1364
Norway,2020-03-21,1364
Norway,2020-03-22,2754
Norway,2020-03-23,2754
Norway,2020-03-24,2754
Norway,2020-03-25,2754
Norway,2020-03-26,2754
Norway,2020-03-27,2754
Norway,2020-03-28,2754
Norway,2020-03-29,4529
Norway,2020-03-30,4529
Norway,2020-03-31,4529
Norway,2020-04-01,4529
Norway,2020-04-02,4529
Norway,2020-04-03,4529
Norway,2020-04-04,4529
Norway,2020-04-05,5755
Norway,2020-04-06,5755
Norway,2020-04-07,5755
Norway,2020-04-08,5755
Norway,2020-04-09,5755
Norway,2020-04-10,5755
Norway,2020-04-11,5755
Norway,2020-04-12,6513
Norway,2020-04-13,6513
Norway,2020-04-14,6513
Norway,2020-04-15,6513
Norway,2020-04-16,6513
Norway,2020-04-17,6513
Norway,2020-04-18,6513
Norway,2020-04-19,7129
Norway,2020-04-20,7129
Norway,2020-04-21,7129
Norway,2020-04-22,7129
Norway,2020-04-23,7129
Norway,2020-04-24,7129
Norway,2020-04-25,7129
Norway,2020-04-26,7551
Norway,2020-04-27,7551
Norway,2020-04-28,7551
Norway,2020-04-29,7551
Norway,2020-04-30,7551
Norway,2020-05-01,7551
Norway,2020-05-02,7551
Norway,2020-05-03,7853
Norway,2020-05-04,7853
Norway,2020-05-05,7853
Norway,2020-05-06,7853
Norway,2020-05-07,7853
Norway,2020-05-08,7853
Norway,2020-05-09,7853
Norway,2020-05-10,8107
Norway,2020-05-11,8107
Norway,2020-05-12,8107
Norway,2020-05-13,8107
Norway,2020-05-14,8107
Norway,2020-05-15,8107
Norway,2020-05-16,8107
Norway,2020-05-17,8242
Norway,2020-05-18,8242
Norway,2020-05-19,8242
Norway,2020-05-20,8242
Norway,2020-05-21,8242
Norway,2020-05-22,8242
Norway,2020-05-23,8242
Norway,2020-05-24,8348
Norway,2020-05-25,8348
Norway,2020-05-26,8348
Norway,2020-05-27,8348
Norway,2020-05-28,8348
Norway,2020-05-29,8348
Norway,2020-05-30,8348
