Country,date,total_deaths
Norway,2021-11-06,949
Norway,2021-11-07,988
Norway,2021-11-08,988
Norway,2021-11-09,988
Norway,2021-11-10,988
Norway,2021-11-11,988
Norway,2021-11-12,988
Norway,2021-11-13,988
Norway,2021-11-14,1035
Norway,2021-11-15,1035
Norway,2021-11-16,1035
Norway,2021-11-17,1035
Norway,2021-11-18,1035
Norway,2021-11-19,1035
Norway,2021-11-20,1035
Norway,2021-11-21,1088
Norway,2021-11-22,1088
Norway,2021-11-23,1088
Norway,2021-11-24,1088
Norway,2021-11-25,1088
Norway,2021-11-26,1088
Norway,2021-11-27,1088
Norway,2021-11-28,1144
Norway,2021-11-29,1144
Norway,2021-11-30,1144
Norway,2021-12-01,1144
Norway,2021-12-02,1144
Norway,2021-12-03,1144
Norway,2021-12-04,1144
Norway,2021-12-05,1197
Norway,2021-12-06,1197
Norway,2021-12-07,1197
Norway,2021-12-08,1197
Norway,2021-12-09,1197
Norway,2021-12-10,1197
Norway,2021-12-11,1197
Norway,2021-12-12,1271
Norway,2021-12-13,1271
Norway,2021-12-14,1271
Norway,2021-12-15,1271
Norway,2021-12-16,1271
Norway,2021-12-17,1271
Norway,2021-12-18,1271
Norway,2021-12-19,1314
Norway,2021-12-20,1314
Norway,2021-12-21,1314
Norway,2021-12-22,1314
Norway,2021-12-23,1314
Norway,2021-12-24,1314
Norway,2021-12-25,1314
Norway,2021-12-26,1335
Norway,2021-12-27,1335
Norway,2021-12-28,1335
Norway,2021-12-29,1335
Norway,2021-12-30,1335
Norway,2021-12-31,1335
Norway,2022-01-01,1335
Norway,2022-01-02,1394
Norway,2022-01-03,1394
Norway,2022-01-04,1394
Norway,2022-01-05,1394
Norway,2022-01-06,1394
Norway,2022-01-07,1394
Norway,2022-01-08,1394
Norway,2022-01-09,1443
Norway,2022-01-10,1443
Norway,2022-01-11,1443
Norway,2022-01-12,1443
Norway,2022-01-13,1443
Norway,2022-01-14,1443
Norway,2022-01-15,1443
Norway,2022-01-16,1474
Norway,2022-01-17,1474
Norway,2022-01-18,1474
Norway,2022-01-19,1474
Norway,2022-01-20,1474
Norway,2022-01-21,1474
Norway,2022-01-22,1474
Norway,2022-01-23,1503
Norway,2022-01-24,1503
Norway,2022-01-25,1503
Norway,2022-01-26,1503
Norway,2022-01-27,1503
Norway,2022-01-28,1503
Norway,2022-01-29,1503
Norway,2022-01-30,1532
Norway,2022-01-31,1532
Norway,2022-02-01,1532
Norway,2022-02-02,1532
Norway,2022-02-03,1532
Norway,2022-02-04,1532
Norway,2022-02-05,1532
Norway,2022-02-06,1565
Norway,2022-02-07,1565
Norway,2022-02-08,1565
Norway,2022-02-09,1565
Norway,2022-02-10,1565
Norway,2022-02-11,1565
Norway,2022-02-12,1565
Norway,2022-02-13,1619
Norway,2022-02-14,1619
Norway,2022-02-15,1619
Norway,2022-02-16,1619
Norway,2022-02-17,1619
Norway,2022-02-18,1619
Norway,2022-02-19,1619
Norway,2022-02-20,1680
Norway,2022-02-21,1680
Norway,2022-02-22,1680
Norway,2022-02-23,1680
Norway,2022-02-24,1680
Norway,2022-02-25,1680
Norway,2022-02-26,1680
Norway,2022-02-27,1766
Norway,2022-02-28,1766
Norway,2022-03-01,1766
Norway,2022-03-02,1766
Norway,2022-03-03,1766
Norway,2022-03-04,1766
Norway,2022-03-05,1766
Norway,2022-03-06,1880
Norway,2022-03-07,1880
Norway,2022-03-08,1880
Norway,2022-03-09,1880
Norway,2022-03-10,1880
Norway,2022-03-11,1880
Norway,2022-03-12,1880
Norway,2022-03-13,2036
Norway,2022-03-14,2036
Norway,2022-03-15,2036
Norway,2022-03-16,2036
Norway,2022-03-17,2036
Norway,2022-03-18,2036
Norway,2022-03-19,2036
Norway,2022-03-20,2225
Norway,2022-03-21,2225
Norway,2022-03-22,2225
Norway,2022-03-23,2225
Norway,2022-03-24,2225
Norway,2022-03-25,2225
Norway,2022-03-26,2225
Norway,2022-03-27,2428
Norway,2022-03-28,2428
Norway,2022-03-29,2428
Norway,2022-03-30,2428
Norway,2022-03-31,2428
Norway,2022-04-01,2428
Norway,2022-04-02,2428
Norway,2022-04-03,2600
Norway,2022-04-04,2600
Norway,2022-04-05,2600
Norway,2022-04-06,2600
Norway,2022-04-07,2600
Norway,2022-04-08,2600
Norway,2022-04-09,2600
Norway,2022-04-10,2730
Norway,2022-04-11,2730
Norway,2022-04-12,2730
Norway,2022-04-13,2730
Norway,2022-04-14,2730
Norway,2022-04-15,2730
Norway,2022-04-16,2730
Norway,2022-04-17,2855
Norway,2022-04-18,2855
Norway,2022-04-19,2855
Norway,2022-04-20,2855
Norway,2022-04-21,2855
Norway,2022-04-22,2855
Norway,2022-04-23,2855
Norway,2022-04-24,2936
Norway,2022-04-25,2936
Norway,2022-04-26,2936
Norway,2022-04-27,2936
Norway,2022-04-28,2936
Norway,2022-04-29,2936
Norway,2022-04-30,2936
Norway,2022-05-01,3000
Norway,2022-05-02,3000
Norway,2022-05-03,3000
Norway,2022-05-04,3000
Norway,2022-05-05,3000
Norway,2022-05-06,3000
Norway,2022-05-07,3000
Norway,2022-05-08,3072
Norway,2022-05-09,3072
Norway,2022-05-10,3072
Norway,2022-05-11,3072
Norway,2022-05-12,3072
Norway,2022-05-13,3072
Norway,2022-05-14,3072
Norway,2022-05-15,3118
Norway,2022-05-16,3118
Norway,2022-05-17,3118
Norway,2022-05-18,3118
Norway,2022-05-19,3118
Norway,2022-05-20,3118
Norway,2022-05-21,3118
Norway,2022-05-22,3144
Norway,2022-05-23,3144
Norway,2022-05-24,3144
Norway,2022-05-25,3144
Norway,2022-05-26,3144
Norway,2022-05-27,3144
Norway,2022-05-28,3144
Norway,2022-05-29,3182
Norway,2022-05-30,3182
Norway,2022-05-31,3182
Norway,2022-06-01,3182
Norway,2022-06-02,3182
Norway,2022-06-03,3182
Norway,2022-06-04,3182
Norway,2022-06-05,3218
Norway,2022-06-06,3218
Norway,2022-06-07,3218
Norway,2022-06-08,3218
Norway,2022-06-09,3218
Norway,2022-06-10,3218
Norway,2022-06-11,3218
Norway,2022-06-12,3257
Norway,2022-06-13,3257
Norway,2022-06-14,3257
Norway,2022-06-15,3257
Norway,2022-06-16,3257
Norway,2022-06-17,3257
Norway,2022-06-18,3257
Norway,2022-06-19,3290
Norway,2022-06-20,3290
Norway,2022-06-21,3290
Norway,2022-06-22,3290
Norway,2022-06-23,3290
Norway,2022-06-24,3290
Norway,2022-06-25,3290
Norway,2022-06-26,3330
Norway,2022-06-27,3330
Norway,2022-06-28,3330
Norway,2022-06-29,3330
Norway,2022-06-30,3330
Norway,2022-07-01,3330
Norway,2022-07-02,3330
Norway,2022-07-03,3398
Norway,2022-07-04,3398
Norway,2022-07-05,3398
Norway,2022-07-06,3398
Norway,2022-07-07,3398
Norway,2022-07-08,3398
Norway,2022-07-09,3398
Norway,2022-07-10,3470
Norway,2022-07-11,3470
Norway,2022-07-12,3470
Norway,2022-07-13,3470
Norway,2022-07-14,3470
Norway,2022-07-15,3470
Norway,2022-07-16,3470
Norway,2022-07-17,3566
Norway,2022-07-18,3566
Norway,2022-07-19,3566
Norway,2022-07-20,3566
Norway,2022-07-21,3566
Norway,2022-07-22,3566
Norway,2022-07-23,3566
Norway,2022-07-24,3669
Norway,2022-07-25,3669
Norway,2022-07-26,3669
Norway,2022-07-27,3669
Norway,2022-07-28,3669
Norway,2022-07-29,3669
Norway,2022-07-30,3669
Norway,2022-07-31,3760
Norway,2022-08-01,3760
Norway,2022-08-02,3760
Norway,2022-08-03,3760
Norway,2022-08-04,3760
Norway,2022-08-05,3760
Norway,2022-08-06,3760
Norway,2022-08-07,3835
Norway,2022-08-08,3835
Norway,2022-08-09,3835
Norway,2022-08-10,3835
Norway,2022-08-11,3835
Norway,2022-08-12,3835
Norway,2022-08-13,3835
Norway,2022-08-14,3901
Norway,2022-08-15,3901
Norway,2022-08-16,3901
Norway,2022-08-17,3901
Norway,2022-08-18,3901
Norway,2022-08-19,3901
Norway,2022-08-20,3901
Norway,2022-08-21,3958
Norway,2022-08-22,3958
Norway,2022-08-23,3958
Norway,2022-08-24,3958
Norway,2022-08-25,3958
Norway,2022-08-26,3958
Norway,2022-08-27,3958
Norway,2022-08-28,4014
Norway,2022-08-29,4014
Norway,2022-08-30,4014
Norway,2022-08-31,4014
Norway,2022-09-01,4014
Norway,2022-09-02,4014
Norway,2022-09-03,4014
Norway,2022-09-04,4047
Norway,2022-09-05,4047
Norway,2022-09-06,4047
Norway,2022-09-07,4047
Norway,2022-09-08,4047
Norway,2022-09-09,4047
Norway,2022-09-10,4047
Norway,2022-09-11,4072
Norway,2022-09-12,4072
Norway,2022-09-13,4072
Norway,2022-09-14,4072
Norway,2022-09-15,4072
Norway,2022-09-16,4072
Norway,2022-09-17,4072
Norway,2022-09-18,4112
Norway,2022-09-19,4112
Norway,2022-09-20,4112
Norway,2022-09-21,4112
Norway,2022-09-22,4112
Norway,2022-09-23,4112
Norway,2022-09-24,4112
Norway,2022-09-25,4136
Norway,2022-09-26,4136
Norway,2022-09-27,4136
Norway,2022-09-28,4136
Norway,2022-09-29,4136
Norway,2022-09-30,4136
Norway,2022-10-01,4136
Norway,2022-10-02,4164
Norway,2022-10-03,4164
Norway,2022-10-04,4164
Norway,2022-10-05,4164
Norway,2022-10-06,4164
Norway,2022-10-07,4164
Norway,2022-10-08,4164
Norway,2022-10-09,4188
Norway,2022-10-10,4188
Norway,2022-10-11,4188
Norway,2022-10-12,4188
Norway,2022-10-13,4188
Norway,2022-10-14,4188
Norway,2022-10-15,4188
Norway,2022-10-16,4219
Norway,2022-10-17,4219
Norway,2022-10-18,4219
Norway,2022-10-19,4219
Norway,2022-10-20,4219
Norway,2022-10-21,4219
Norway,2022-10-22,4219
Norway,2022-10-23,4248
Norway,2022-10-24,4248
Norway,2022-10-25,4248
Norway,2022-10-26,4248
Norway,2022-10-27,4248
Norway,2022-10-28,4248
Norway,2022-10-29,4248
Norway,2022-10-30,4273
Norway,2022-10-31,4273
Norway,2022-11-01,4273
Norway,2022-11-02,4273
Norway,2022-11-03,4273
Norway,2022-11-04,4273
Norway,2022-11-05,4273
Norway,2022-11-06,4296
Norway,2022-11-07,4296
Norway,2022-11-08,4296
Norway,2022-11-09,4296
Norway,2022-11-10,4296
Norway,2022-11-11,4296
Norway,2022-11-12,4296
Norway,2022-11-13,4348
Norway,2022-11-14,4348
Norway,2022-11-15,4348
Norway,2022-11-16,4348
Norway,2022-11-17,4348
Norway,2022-11-18,4348
Norway,2022-11-19,4348
Norway,2022-11-20,4394
Norway,2022-11-21,4394
Norway,2022-11-22,4394
Norway,2022-11-23,4394
Norway,2022-11-24,4394
Norway,2022-11-25,4394
Norway,2022-11-26,4394
Norway,2022-11-27,4444
Norway,2022-11-28,4444
Norway,2022-11-29,4444
Norway,2022-11-30,4444
Norway,2022-12-01,4444
Norway,2022-12-02,4444
Norway,2022-12-03,4444
Norway,2022-12-04,4500
Norway,2022-12-05,4500
Norway,2022-12-06,4500
Norway,2022-12-07,4500
Norway,2022-12-08,4500
Norway,2022-12-09,4500
Norway,2022-12-10,4500
Norway,2022-12-11,4570
Norway,2022-12-12,4570
Norway,2022-12-13,4570
Norway,2022-12-14,4570
Norway,2022-12-15,4570
Norway,2022-12-16,4570
Norway,2022-12-17,4570
Norway,2022-12-18,4650
Norway,2022-12-19,4650
Norway,2022-12-20,4650
Norway,2022-12-21,4650
Norway,2022-12-22,4650
Norway,2022-12-23,4650
Norway,2022-12-24,4650
Norway,2022-12-25,4745
Norway,2022-12-26,4745
Norway,2022-12-27,4745
Norway,2022-12-28,4745
Norway,2022-12-29,4745
Norway,2022-12-30,4745
Norway,2022-12-31,4745
Norway,2023-01-01,4836
Norway,2023-01-02,4836
Norway,2023-01-03,4836
Norway,2023-01-04,4836
Norway,2023-01-05,4836
Norway,2023-01-06,4836
Norway,2023-01-07,4836
Norway,2023-01-08,4933
Norway,2023-01-09,4933
Norway,2023-01-10,4933
Norway,2023-01-11,4933
Norway,2023-01-12,4933
Norway,2023-01-13,4933
Norway,2023-01-14,4933
Norway,2023-01-15,5044
Norway,2023-01-16,5044
Norway,2023-01-17,5044
Norway,2023-01-18,5044
Norway,2023-01-19,5044
Norway,2023-01-20,5044
Norway,2023-01-21,5044
Norway,2023-01-22,5115
Norway,2023-01-23,5115
Norway,2023-01-24,5115
Norway,2023-01-25,5115
Norway,2023-01-26,5115
Norway,2023-01-27,5115
Norway,2023-01-28,5115
Norway,2023-01-29,5162
Norway,2023-01-30,5162
Norway,2023-01-31,5162
Norway,2023-02-01,5162
Norway,2023-02-02,5162
Norway,2023-02-03,5162
Norway,2023-02-04,5162
Norway,2023-02-05,5189
Norway,2023-02-06,5189
Norway,2023-02-07,5189
Norway,2023-02-08,5189
Norway,2023-02-09,5189
Norway,2023-02-10,5189
Norway,2023-02-11,5189
Norway,2023-02-12,5203
Norway,2023-02-13,5203
Norway,2023-02-14,5203
Norway,2023-02-15,5203
Norway,2023-02-16,5203
Norway,2023-02-17,5203
Norway,2023-02-18,5203
Norway,2023-02-19,5220
Norway,2023-02-20,5220
Norway,2023-02-21,5220
Norway,2023-02-22,5220
Norway,2023-02-23,5220
Norway,2023-02-24,5220
Norway,2023-02-25,5220
Norway,2023-02-26,5238
Norway,2023-02-27,5238
Norway,2023-02-28,5238
Norway,2023-03-01,5238
Norway,2023-03-02,5238
Norway,2023-03-03,5238
Norway,2023-03-04,5238
Norway,2023-03-05,5248
Norway,2023-03-06,5248
Norway,2023-03-07,5248
Norway,2023-03-08,5248
Norway,2023-03-09,5248
Norway,2023-03-10,5248
Norway,2023-03-11,5248
Norway,2023-03-12,5265
Norway,2023-03-13,5265
Norway,2023-03-14,5265
Norway,2023-03-15,5265
Norway,2023-03-16,5265
Norway,2023-03-17,5265
Norway,2023-03-18,5265
Norway,2023-03-19,5284
Norway,2023-03-20,5284
Norway,2023-03-21,5284
Norway,2023-03-22,5284
Norway,2023-03-23,5284
Norway,2023-03-24,5284
Norway,2023-03-25,5284
Norway,2023-03-26,5305
Norway,2023-03-27,5305
Norway,2023-03-28,5305
Norway,2023-03-29,5305
Norway,2023-03-30,5305
Norway,2023-03-31,5305
Norway,2023-04-01,5305
Norway,2023-04-02,5323
Norway,2023-04-03,5323
Norway,2023-04-04,5323
Norway,2023-04-05,5323
Norway,2023-04-06,5323
Norway,2023-04-07,5323
Norway,2023-04-08,5323
Norway,2023-04-09,5348
Norway,2023-04-10,5348
Norway,2023-04-11,5348
Norway,2023-04-12,5348
Norway,2023-04-13,5348
Norway,2023-04-14,5348
Norway,2023-04-15,5348
Norway,2023-04-16,5379
Norway,2023-04-17,5379
Norway,2023-04-18,5379
Norway,2023-04-19,5379
Norway,2023-04-20,5379
Norway,2023-04-21,5379
Norway,2023-04-22,5379
Norway,2023-04-23,5407
Norway,2023-04-24,5407
Norway,2023-04-25,5407
Norway,2023-04-26,5407
Norway,2023-04-27,5407
Norway,2023-04-28,5407
Norway,2023-04-29,5407
Norway,2023-04-30,5446
Norway,2023-05-01,5446
Norway,2023-05-02,5446
Norway,2023-05-03,5446
Norway,2023-05-04,5446
Norway,2023-05-05,5446
Norway,2023-05-06,5446
Norway,2023-05-07,5478
Norway,2023-05-08,5478
Norway,2023-05-09,5478
Norway,2023-05-10,5478
Norway,2023-05-11,5478
Norway,2023-05-12,5478
Norway,2023-05-13,5478
Norway,2023-05-14,5499
Norway,2023-05-15,5499
Norway,2023-05-16,5499
Norway,2023-05-17,5499
Norway,2023-05-18,5499
Norway,2023-05-19,5499
Norway,2023-05-20,5499
Norway,2023-05-21,5515
Norway,2023-05-22,5515
Norway,2023-05-23,5515
Norway,2023-05-24,5515
Norway,2023-05-25,5515
Norway,2023-05-26,5515
Norway,2023-05-27,5515
Norway,2023-05-28,5532
Norway,2023-05-29,5532
Norway,2023-05-30,5532
Norway,2023-05-31,5532
Norway,2023-06-01,5532
Norway,2023-06-02,5532
Norway,2023-06-03,5532
Norway,2023-06-04,5545
Norway,2023-06-05,5545
Norway,2023-06-06,5545
Norway,2023-06-07,5545
Norway,2023-06-08,5545
Norway,2023-06-09,5545
Norway,2023-06-10,5545
Norway,2023-06-11,5559
Norway,2023-06-12,5559
Norway,2023-06-13,5559
Norway,2023-06-14,5559
Norway,2023-06-15,5559
Norway,2023-06-16,5559
Norway,2023-06-17,5559
Norway,2023-06-18,5566
Norway,2023-06-19,5566
Norway,2023-06-20,5566
Norway,2023-06-21,5566
Norway,2023-06-22,5566
Norway,2023-06-23,5566
Norway,2023-06-24,5566
Norway,2023-06-25,5566
Norway,2023-06-26,5566
Norway,2023-06-27,5566
Norway,2023-06-28,5566
Norway,2023-06-29,5566
Norway,2023-06-30,5566
Norway,2023-07-01,5566
Norway,2023-07-02,5572
Norway,2023-07-03,5572
Norway,2023-07-04,5572
Norway,2023-07-05,5572
Norway,2023-07-06,5572
Norway,2023-07-07,5572
Norway,2023-07-08,5572
Norway,2023-07-09,5592
Norway,2023-07-10,5592
Norway,2023-07-11,5592
Norway,2023-07-12,5592
Norway,2023-07-13,5592
Norway,2023-07-14,5592
Norway,2023-07-15,5592
Norway,2023-07-16,5600
Norway,2023-07-17,5600
Norway,2023-07-18,5600
Norway,2023-07-19,5600
Norway,2023-07-20,5600
Norway,2023-07-21,5600
Norway,2023-07-22,5600
Norway,2023-07-23,5606
Norway,2023-07-24,5606
Norway,2023-07-25,5606
Norway,2023-07-26,5606
Norway,2023-07-27,5606
Norway,2023-07-28,5606
Norway,2023-07-29,5606
Norway,2023-07-30,5611
Norway,2023-07-31,5611
Norway,2023-08-01,5611
Norway,2023-08-02,5611
Norway,2023-08-03,5611
Norway,2023-08-04,5611
Norway,2023-08-05,5611
Norway,2023-08-06,5613
Norway,2023-08-07,5613
Norway,2023-08-08,5613
Norway,2023-08-09,5613
Norway,2023-08-10,5613
Norway,2023-08-11,5613
Norway,2023-08-12,5613
Norway,2023-08-13,5620
Norway,2023-08-14,5620
Norway,2023-08-15,5620
Norway,2023-08-16,5620
Norway,2023-08-17,5620
Norway,2023-08-18,5620
Norway,2023-08-19,5620
Norway,2023-08-20,5621
Norway,2023-08-21,5621
Norway,2023-08-22,5621
Norway,2023-08-23,5621
Norway,2023-08-24,5621
Norway,2023-08-25,5621
Norway,2023-08-26,5621
Norway,2023-08-27,5626
Norway,2023-08-28,5626
Norway,2023-08-29,5626
Norway,2023-08-30,5626
Norway,2023-08-31,5626
Norway,2023-09-01,5626
Norway,2023-09-02,5626
Norway,2023-09-03,5631
Norway,2023-09-04,5631
Norway,2023-09-05,5631
Norway,2023-09-06,5631
Norway,2023-09-07,5631
Norway,2023-09-08,5631
Norway,2023-09-09,5631
Norway,2023-09-10,5641
Norway,2023-09-11,5641
Norway,2023-09-12,5641
Norway,2023-09-13,5641
Norway,2023-09-14,5641
Norway,2023-09-15,5641
Norway,2023-09-16,5641
Norway,2023-09-17,5653
Norway,2023-09-18,5653
Norway,2023-09-19,5653
Norway,2023-09-20,5653
Norway,2023-09-21,5653
Norway,2023-09-22,5653
Norway,2023-09-23,5653
Norway,2023-09-24,5672
Norway,2023-09-25,5672
Norway,2023-09-26,5672
Norway,2023-09-27,5672
Norway,2023-09-28,5672
Norway,2023-09-29,5672
Norway,2023-09-30,5672
Norway,2023-10-01,5705
Norway,2023-10-02,5705
Norway,2023-10-03,5705
Norway,2023-10-04,5705
Norway,2023-10-05,5705
Norway,2023-10-06,5705
Norway,2023-10-07,5705
Norway,2023-10-08,5732
Norway,2023-10-09,5732
Norway,2023-10-10,5732
Norway,2023-10-11,5732
Norway,2023-10-12,5732
Norway,2023-10-13,5732
Norway,2023-10-14,5732
Norway,2023-10-15,5732
Norway,2023-10-16,5732
Norway,2023-10-17,5732
Norway,2023-10-18,5732
Norway,2023-10-19,5732
Norway,2023-10-20,5732
Norway,2023-10-21,5732
Norway,2023-10-22,5732
Norway,2023-10-23,5732
Norway,2023-10-24,5732
Norway,2023-10-25,5732
Norway,2023-10-26,5732
Norway,2023-10-27,5732
Norway,2023-10-28,5732
Norway,2023-10-29,5732
Norway,2023-10-30,5732
Norway,2023-10-31,5732
Norway,2023-11-01,5732
Norway,2023-11-02,5732
Norway,2023-11-03,5732
Norway,2023-11-04,5732
Norway,2023-11-05,5732
Norway,2023-11-06,5732
Norway,2023-11-07,5732
Norway,2023-11-08,5732
Norway,2023-11-09,5732
Norway,2023-11-10,5732
Norway,2023-11-11,5732
Norway,2023-11-12,5732
Norway,2023-11-13,5732
Norway,2023-11-14,5732
Norway,2023-11-15,5732
Norway,2023-11-16,5732
Norway,2023-11-17,5732
Norway,2023-11-18,5732
Norway,2023-11-19,5732
Norway,2023-11-20,5732
Norway,2023-11-21,5732
Norway,2023-11-22,5732
Norway,2023-11-23,5732
Norway,2023-11-24,5732
Norway,2023-11-25,5732
Norway,2023-11-26,5732
Norway,2023-11-27,5732
Norway,2023-11-28,5732
Norway,2023-11-29,5732
Norway,2023-11-30,5732
Norway,2023-12-01,5732
Norway,2023-12-02,5732
Norway,2023-12-03,5732
Norway,2023-12-04,5732
Norway,2023-12-05,5732
Norway,2023-12-06,5732
Norway,2023-12-07,5732
Norway,2023-12-08,5732
Norway,2023-12-09,5732
Norway,2023-12-10,5732
Norway,2023-12-11,5732
Norway,2023-12-12,5732
Norway,2023-12-13,5732
Norway,2023-12-14,5732
Norway,2023-12-15,5732
Norway,2023-12-16,5732
Norway,2023-12-17,5732
Norway,2023-12-18,5732
Norway,2023-12-19,5732
Norway,2023-12-20,5732
Norway,2023-12-21,5732
Norway,2023-12-22,5732
Norway,2023-12-23,5732
Norway,2023-12-24,5732
Norway,2023-12-25,5732
Norway,2023-12-26,5732
Norway,2023-12-27,5732
Norway,2023-12-28,5732
Norway,2023-12-29,5732
Norway,2023-12-30,5732
Norway,2023-12-31,5732
Norway,2024-01-01,5732
Norway,2024-01-02,5732
Norway,2024-01-03,5732
Norway,2024-01-04,5732
Norway,2024-01-05,5732
Norway,2024-01-06,5732
Norway,2024-01-07,5732
Norway,2024-01-08,5732
Norway,2024-01-09,5732
Norway,2024-01-10,5732
Norway,2024-01-11,5732
Norway,2024-01-12,5732
Norway,2024-01-13,5732
Norway,2024-01-14,5732
Norway,2024-01-15,5732
Norway,2024-01-16,5732
Norway,2024-01-17,5732
Norway,2024-01-18,5732
Norway,2024-01-19,5732
Norway,2024-01-20,5732
Norway,2024-01-21,5732
Norway,2024-01-22,5732
Norway,2024-01-23,5732
Norway,2024-01-24,5732
Norway,2024-01-25,5732
Norway,2024-01-26,5732
Norway,2024-01-27,5732
Norway,2024-01-28,5732
Norway,2024-01-29,5732
Norway,2024-01-30,5732
Norway,2024-01-31,5732
Norway,2024-02-01,5732
Norway,2024-02-02,5732
Norway,2024-02-03,5732
Norway,2024-02-04,5732
Norway,2024-02-05,5732
Norway,2024-02-06,5732
Norway,2024-02-07,5732
Norway,2024-02-08,5732
Norway,2024-02-09,5732
Norway,2024-02-10,5732
Norway,2024-02-11,5732
Norway,2024-02-12,5732
Norway,2024-02-13,5732
Norway,2024-02-14,5732
Norway,2024-02-15,5732
Norway,2024-02-16,5732
Norway,2024-02-17,5732
Norway,2024-02-18,5732
Norway,2024-02-19,5732
Norway,2024-02-20,5732
Norway,2024-02-21,5732
Norway,2024-02-22,5732
Norway,2024-02-23,5732
Norway,2024-02-24,5732
Norway,2024-02-25,5732
Norway,2024-02-26,5732
Norway,2024-02-27,5732
Norway,2024-02-28,5732
Norway,2024-02-29,5732
Norway,2024-03-01,5732
Norway,2024-03-02,5732
Norway,2024-03-03,5732
Norway,2024-03-04,5732
Norway,2024-03-05,5732
Norway,2024-03-06,5732
Norway,2024-03-07,5732
Norway,2024-03-08,5732
Norway,2024-03-09,5732
Norway,2024-03-10,5732
Norway,2024-03-11,5732
Norway,2024-03-12,5732
Norway,2024-03-13,5732
Norway,2024-03-14,5732
Norway,2024-03-15,5732
Norway,2024-03-16,5732
Norway,2024-03-17,5732
Norway,2024-03-18,5732
Norway,2024-03-19,5732
Norway,2024-03-20,5732
Norway,2024-03-21,5732
Norway,2024-03-22,5732
Norway,2024-03-23,5732
Norway,2024-03-24,5732
Norway,2024-03-25,5732
Norway,2024-03-26,5732
Norway,2024-03-27,5732
Norway,2024-03-28,5732
Norway,2024-03-29,5732
Norway,2024-03-30,5732
Norway,2024-03-31,5732
Norway,2024-04-01,5732
Norway,2024-04-02,5732
Norway,2024-04-03,5732
Norway,2024-04-04,5732
Norway,2024-04-05,5732
Norway,2024-04-06,5732
Norway,2024-04-07,5732
Norway,2024-04-08,5732
Norway,2024-04-09,5732
Norway,2024-04-10,5732
Norway,2024-04-11,5732
Norway,2024-04-12,5732
Norway,2024-04-13,5732
Norway,2024-04-14,5732
Norway,2024-04-15,5732
Norway,2024-04-16,5732
Norway,2024-04-17,5732
Norway,2024-04-18,5732
Norway,2024-04-19,5732
Norway,2024-04-20,5732
Norway,2024-04-21,5732
Norway,2024-04-22,5732
Norway,2024-04-23,5732
Norway,2024-04-24,5732
Norway,2024-04-25,5732
Norway,2024-04-26,5732
Norway,2024-04-27,5732
Norway,2024-04-28,5732
Norway,2024-04-29,5732
Norway,2024-04-30,5732
Norway,2024-05-01,5732
Norway,2024-05-02,5732
Norway,2024-05-03,5732
Norway,2024-05-04,5732
Norway,2024-05-05,5732
Norway,2024-05-06,5732
Norway,2024-05-07,5732
Norway,2024-05-08,5732
Norway,2024-05-09,5732
Norway,2024-05-10,5732
Norway,2024-05-11,5732
Norway,2024-05-12,5732
Norway,2024-05-13,5732
Norway,2024-05-14,5732
Norway,2024-05-15,5732
Norway,2024-05-16,5732
Norway,2024-05-17,5732
Norway,2024-05-18,5732
Norway,2024-05-19,5732
Norway,2024-05-20,5732
Norway,2024-05-21,5732
Norway,2024-05-22,5732
Norway,2024-05-23,5732
Norway,2024-05-24,5732
Norway,2024-05-25,5732
Norway,2024-05-26,5732
Norway,2024-05-27,5732
Norway,2024-05-28,5732
Norway,2024-05-29,5732
Norway,2024-05-30,5732
Norway,2024-05-31,5732
Norway,2024-06-01,5732
Norway,2024-06-02,5732
Norway,2024-06-03,5732
Norway,2024-06-04,5732
Norway,2024-06-05,5732
Norway,2024-06-06,5732
Norway,2024-06-07,5732
Norway,2024-06-08,5732
Norway,2024-06-09,5732
Norway,2024-06-10,5732
Norway,2024-06-11,5732
Norway,2024-06-12,5732
Norway,2024-06-13,5732
Norway,2024-06-14,5732
Norway,2024-06-15,5732
Norway,2024-06-16,5732
Norway,2024-06-17,5732
Norway,2024-06-18,5732
Norway,2024-06-19,5732
Norway,2024-06-20,5732
Norway,2024-06-21,5732
Norway,2024-06-22,5732
Norway,2024-06-23,5732
Norway,2024-06-24,5732
Norway,2024-06-25,5732
Norway,2024-06-26,5732
Norway,2024-06-27,5732
Norway,2024-06-28,5732
Norway,2024-06-29,5732
Norway,2024-06-30,5732
Norway,2024-07-01,5732
Norway,2024-07-02,5732
Norway,2024-07-03,5732
Norway,2024-07-04,5732
Norway,2024-07-05,5732
Norway,2024-07-06,5732
Norway,2024-07-07,5732
Norway,2024-07-08,5732
Norway,2024-07-09,5732
Norway,2024-07-10,5732
Norway,2024-07-11,5732
Norway,2024-07-12,5732
Norway,2024-07-13,5732
Norway,2024-07-14,5732
Norway,2024-07-15,5732
Norway,2024-07-16,5732
Norway,2024-07-17,5732
Norway,2024-07-18,5732
Norway,2024-07-19,5732
Norway,2024-07-20,5732
Norway,2024-07-21,5732
Norway,2024-07-22,5732
Norway,2024-07-23,5732
Norway,2024-07-24,5732
Norway,2024-07-25,5732
Norway,2024-07-26,5732
Norway,2024-07-27,5732
Norway,2024-07-28,5732
Norway,2024-07-29,5732
Norway,2024-07-30,5732
Norway,2024-07-31,5732
