Country,date,indicator,value
Denmark,2020-07-08,Daily hospital occupancy,18.0
Denmark,2020-07-09,Daily hospital occupancy,18.0
Denmark,2020-07-10,Daily hospital occupancy,17.0
Denmark,2020-07-11,Daily hospital occupancy,15.0
Denmark,2020-07-12,Daily hospital occupancy,18.0
Denmark,2020-07-13,Daily hospital occupancy,18.0
Denmark,2020-07-14,Daily hospital occupancy,17.0
Denmark,2020-07-15,Daily hospital occupancy,19.0
Denmark,2020-07-16,Daily hospital occupancy,17.0
Denmark,2020-07-17,Daily hospital occupancy,20.0
Denmark,2020-07-18,Daily hospital occupancy,16.0
Denmark,2020-07-19,Daily hospital occupancy,19.0
Denmark,2020-07-20,Daily hospital occupancy,18.0
Denmark,2020-07-21,Daily hospital occupancy,18.0
Denmark,2020-07-22,Daily hospital occupancy,16.0
Denmark,2020-07-23,Daily hospital occupancy,19.0
Denmark,2020-07-24,Daily hospital occupancy,16.0
Denmark,2020-07-25,Daily hospital occupancy,17.0
Denmark,2020-07-26,Daily hospital occupancy,23.0
Denmark,2020-07-27,Daily hospital occupancy,23.0
Denmark,2020-07-28,Daily hospital occupancy,22.0
Denmark,2020-07-29,Daily hospital occupancy,21.0
Denmark,2020-07-30,Daily hospital occupancy,18.0
Denmark,2020-07-31,Daily hospital occupancy,18.0
Denmark,2020-08-01,Daily hospital occupancy,16.0
Denmark,2020-08-02,Daily hospital occupancy,20.0
Denmark,2020-08-03,Daily hospital occupancy,24.0
Denmark,2020-08-04,Daily hospital occupancy,24.0
Denmark,2020-08-05,Daily hospital occupancy,23.0
Denmark,2020-08-06,Daily hospital occupancy,24.0
Denmark,2020-08-07,Daily hospital occupancy,25.0
Denmark,2020-08-08,Daily hospital occupancy,21.0
Denmark,2020-08-09,Daily hospital occupancy,20.0
Denmark,2020-08-10,Daily hospital occupancy,23.0
Denmark,2020-08-11,Daily hospital occupancy,20.0
Denmark,2020-08-12,Daily hospital occupancy,16.0
Denmark,2020-08-13,Daily hospital occupancy,13.0
Denmark,2020-08-14,Daily hospital occupancy,14.0
Denmark,2020-08-15,Daily hospital occupancy,14.0
Denmark,2020-08-16,Daily hospital occupancy,12.0
Denmark,2020-08-17,Daily hospital occupancy,16.0
Denmark,2020-08-18,Daily hospital occupancy,18.0
Denmark,2020-08-19,Daily hospital occupancy,16.0
Denmark,2020-08-20,Daily hospital occupancy,20.0
Denmark,2020-08-21,Daily hospital occupancy,22.0
Denmark,2020-08-22,Daily hospital occupancy,22.0
Denmark,2020-08-23,Daily hospital occupancy,19.0
Denmark,2020-08-24,Daily hospital occupancy,20.0
Denmark,2020-08-25,Daily hospital occupancy,21.0
Denmark,2020-08-26,Daily hospital occupancy,19.0
Denmark,2020-08-27,Daily hospital occupancy,19.0
Denmark,2020-08-28,Daily hospital occupancy,21.0
Denmark,2020-08-29,Daily hospital occupancy,21.0
Denmark,2020-08-30,Daily hospital occupancy,21.0
Denmark,2020-08-31,Daily hospital occupancy,23.0
Denmark,2020-09-01,Daily hospital occupancy,20.0
Denmark,2020-09-02,Daily hospital occupancy,15.0
Denmark,2020-09-03,Daily hospital occupancy,17.0
Denmark,2020-09-04,Daily hospital occupancy,18.0
Denmark,2020-09-05,Daily hospital occupancy,16.0
Denmark,2020-09-06,Daily hospital occupancy,27.0
Denmark,2020-09-07,Daily hospital occupancy,29.0
Denmark,2020-09-08,Daily hospital occupancy,28.0
Denmark,2020-09-09,Daily hospital occupancy,30.0
Denmark,2020-09-10,Daily hospital occupancy,35.0
Denmark,2020-09-11,Daily hospital occupancy,44.0
Denmark,2020-09-12,Daily hospital occupancy,43.0
Denmark,2020-09-13,Daily hospital occupancy,47.0
Denmark,2020-09-14,Daily hospital occupancy,50.0
Denmark,2020-09-15,Daily hospital occupancy,55.0
Denmark,2020-09-16,Daily hospital occupancy,51.0
Denmark,2020-09-17,Daily hospital occupancy,60.0
Denmark,2020-09-18,Daily hospital occupancy,58.0
Denmark,2020-09-19,Daily hospital occupancy,62.0
Denmark,2020-09-20,Daily hospital occupancy,67.0
Denmark,2020-09-21,Daily hospital occupancy,75.0
Denmark,2020-09-22,Daily hospital occupancy,79.0
Denmark,2020-09-23,Daily hospital occupancy,78.0
Denmark,2020-09-24,Daily hospital occupancy,95.0
Denmark,2020-09-25,Daily hospital occupancy,101.0
Denmark,2020-09-26,Daily hospital occupancy,97.0
Denmark,2020-09-27,Daily hospital occupancy,95.0
Denmark,2020-09-28,Daily hospital occupancy,110.0
Denmark,2020-09-29,Daily hospital occupancy,107.0
Denmark,2020-09-30,Daily hospital occupancy,102.0
Denmark,2020-10-01,Daily hospital occupancy,109.0
Denmark,2020-10-02,Daily hospital occupancy,106.0
Denmark,2020-10-03,Daily hospital occupancy,105.0
Denmark,2020-10-04,Daily hospital occupancy,105.0
Denmark,2020-10-05,Daily hospital occupancy,120.0
Denmark,2020-10-06,Daily hospital occupancy,124.0
Denmark,2020-10-07,Daily hospital occupancy,116.0
Denmark,2020-10-08,Daily hospital occupancy,115.0
Denmark,2020-10-09,Daily hospital occupancy,106.0
Denmark,2020-10-10,Daily hospital occupancy,103.0
Denmark,2020-10-11,Daily hospital occupancy,102.0
Denmark,2020-10-12,Daily hospital occupancy,107.0
Denmark,2020-10-13,Daily hospital occupancy,103.0
Denmark,2020-10-14,Daily hospital occupancy,104.0
Denmark,2020-10-15,Daily hospital occupancy,104.0
Denmark,2020-10-16,Daily hospital occupancy,110.0
Denmark,2020-10-17,Daily hospital occupancy,110.0
Denmark,2020-10-18,Daily hospital occupancy,119.0
Denmark,2020-10-19,Daily hospital occupancy,129.0
Denmark,2020-10-20,Daily hospital occupancy,128.0
Denmark,2020-10-21,Daily hospital occupancy,122.0
Denmark,2020-10-22,Daily hospital occupancy,124.0
Denmark,2020-10-23,Daily hospital occupancy,125.0
Denmark,2020-10-24,Daily hospital occupancy,120.0
Denmark,2020-10-25,Daily hospital occupancy,127.0
Denmark,2020-10-26,Daily hospital occupancy,145.0
Denmark,2020-10-27,Daily hospital occupancy,137.0
Denmark,2020-10-28,Daily hospital occupancy,136.0
Denmark,2020-10-29,Daily hospital occupancy,139.0
Denmark,2020-10-30,Daily hospital occupancy,144.0
Denmark,2020-10-31,Daily hospital occupancy,147.0
Denmark,2020-11-01,Daily hospital occupancy,156.0
Denmark,2020-11-02,Daily hospital occupancy,174.0
Denmark,2020-11-03,Daily hospital occupancy,169.0
Denmark,2020-11-04,Daily hospital occupancy,184.0
Denmark,2020-11-05,Daily hospital occupancy,182.0
Denmark,2020-11-06,Daily hospital occupancy,191.0
Denmark,2020-11-07,Daily hospital occupancy,187.0
Denmark,2020-11-08,Daily hospital occupancy,188.0
Denmark,2020-11-09,Daily hospital occupancy,196.0
Denmark,2020-11-10,Daily hospital occupancy,211.0
Denmark,2020-11-11,Daily hospital occupancy,216.0
Denmark,2020-11-12,Daily hospital occupancy,239.0
Denmark,2020-11-13,Daily hospital occupancy,236.0
Denmark,2020-11-14,Daily hospital occupancy,243.0
Denmark,2020-11-15,Daily hospital occupancy,259.0
Denmark,2020-11-16,Daily hospital occupancy,267.0
Denmark,2020-11-17,Daily hospital occupancy,259.0
Denmark,2020-11-18,Daily hospital occupancy,248.0
Denmark,2020-11-19,Daily hospital occupancy,255.0
Denmark,2020-11-20,Daily hospital occupancy,244.0
Denmark,2020-11-21,Daily hospital occupancy,237.0
Denmark,2020-11-22,Daily hospital occupancy,254.0
Denmark,2020-11-23,Daily hospital occupancy,261.0
Denmark,2020-11-24,Daily hospital occupancy,255.0
Denmark,2020-11-25,Daily hospital occupancy,251.0
Denmark,2020-11-26,Daily hospital occupancy,244.0
Denmark,2020-11-27,Daily hospital occupancy,254.0
Denmark,2020-11-28,Daily hospital occupancy,249.0
Denmark,2020-11-29,Daily hospital occupancy,256.0
Denmark,2020-11-30,Daily hospital occupancy,259.0
Denmark,2020-12-01,Daily hospital occupancy,254.0
Denmark,2020-12-02,Daily hospital occupancy,266.0
Denmark,2020-12-03,Daily hospital occupancy,267.0
Denmark,2020-12-04,Daily hospital occupancy,293.0
Denmark,2020-12-05,Daily hospital occupancy,279.0
Denmark,2020-12-06,Daily hospital occupancy,302.0
Denmark,2020-12-07,Daily hospital occupancy,328.0
Denmark,2020-12-08,Daily hospital occupancy,354.0
Denmark,2020-12-09,Daily hospital occupancy,349.0
Denmark,2020-12-10,Daily hospital occupancy,342.0
Denmark,2020-12-11,Daily hospital occupancy,361.0
Denmark,2020-12-12,Daily hospital occupancy,371.0
Denmark,2020-12-13,Daily hospital occupancy,390.0
Denmark,2020-12-14,Daily hospital occupancy,429.0
Denmark,2020-12-15,Daily hospital occupancy,439.0
Denmark,2020-12-16,Daily hospital occupancy,493.0
Denmark,2020-12-17,Daily hospital occupancy,516.0
Denmark,2020-12-18,Daily hospital occupancy,568.0
Denmark,2020-12-19,Daily hospital occupancy,606.0
Denmark,2020-12-20,Daily hospital occupancy,661.0
Denmark,2020-12-21,Daily hospital occupancy,713.0
Denmark,2020-12-22,Daily hospital occupancy,723.0
Denmark,2020-12-23,Daily hospital occupancy,720.0
Denmark,2020-12-24,Daily hospital occupancy,724.0
Denmark,2020-12-25,Daily hospital occupancy,726.0
Denmark,2020-12-26,Daily hospital occupancy,776.0
Denmark,2020-12-27,Daily hospital occupancy,817.0
Denmark,2020-12-28,Daily hospital occupancy,872.0
Denmark,2020-12-29,Daily hospital occupancy,900.0
Denmark,2020-12-30,Daily hospital occupancy,926.0
Denmark,2020-12-31,Daily hospital occupancy,879.0
Denmark,2021-01-01,Daily hospital occupancy,885.0
Denmark,2021-01-02,Daily hospital occupancy,944.0
Denmark,2021-01-03,Daily hospital occupancy,937.0
Denmark,2021-01-04,Daily hospital occupancy,964.0
Denmark,2021-01-05,Daily hospital occupancy,942.0
Denmark,2021-01-06,Daily hospital occupancy,886.0
Denmark,2021-01-07,Daily hospital occupancy,861.0
Denmark,2021-01-08,Daily hospital occupancy,864.0
Denmark,2021-01-09,Daily hospital occupancy,833.0
Denmark,2021-01-10,Daily hospital occupancy,875.0
Denmark,2021-01-11,Daily hospital occupancy,920.0
Denmark,2021-01-12,Daily hospital occupancy,917.0
Denmark,2021-01-13,Daily hospital occupancy,859.0
Denmark,2021-01-14,Daily hospital occupancy,839.0
Denmark,2021-01-15,Daily hospital occupancy,792.0
Denmark,2021-01-16,Daily hospital occupancy,779.0
Denmark,2021-01-17,Daily hospital occupancy,799.0
Denmark,2021-01-18,Daily hospital occupancy,817.0
Denmark,2021-01-19,Daily hospital occupancy,792.0
Denmark,2021-01-20,Daily hospital occupancy,771.0
Denmark,2021-01-21,Daily hospital occupancy,745.0
Denmark,2021-01-22,Daily hospital occupancy,745.0
Denmark,2021-01-23,Daily hospital occupancy,703.0
Denmark,2021-01-24,Daily hospital occupancy,725.0
Denmark,2021-01-25,Daily hospital occupancy,738.0
Denmark,2021-01-26,Daily hospital occupancy,684.0
Denmark,2021-01-27,Daily hospital occupancy,666.0
Denmark,2021-01-28,Daily hospital occupancy,611.0
Denmark,2021-01-29,Daily hospital occupancy,583.0
Denmark,2021-01-30,Daily hospital occupancy,541.0
Denmark,2021-01-31,Daily hospital occupancy,529.0
Denmark,2021-02-01,Daily hospital occupancy,544.0
Denmark,2021-02-02,Daily hospital occupancy,504.0
Denmark,2021-02-03,Daily hospital occupancy,482.0
Denmark,2021-02-04,Daily hospital occupancy,444.0
Denmark,2021-02-05,Daily hospital occupancy,405.0
Denmark,2021-02-06,Daily hospital occupancy,382.0
Denmark,2021-02-07,Daily hospital occupancy,378.0
Denmark,2021-02-08,Daily hospital occupancy,400.0
Denmark,2021-02-09,Daily hospital occupancy,371.0
Denmark,2021-02-10,Daily hospital occupancy,370.0
Denmark,2021-02-11,Daily hospital occupancy,357.0
Denmark,2021-02-12,Daily hospital occupancy,337.0
Denmark,2021-02-13,Daily hospital occupancy,308.0
Denmark,2021-02-14,Daily hospital occupancy,309.0
Denmark,2021-02-15,Daily hospital occupancy,315.0
Denmark,2021-02-16,Daily hospital occupancy,298.0
Denmark,2021-02-17,Daily hospital occupancy,280.0
Denmark,2021-02-18,Daily hospital occupancy,269.0
Denmark,2021-02-19,Daily hospital occupancy,264.0
Denmark,2021-02-20,Daily hospital occupancy,248.0
Denmark,2021-02-21,Daily hospital occupancy,248.0
Denmark,2021-02-22,Daily hospital occupancy,254.0
Denmark,2021-02-23,Daily hospital occupancy,247.0
Denmark,2021-02-24,Daily hospital occupancy,238.0
Denmark,2021-02-25,Daily hospital occupancy,235.0
Denmark,2021-02-26,Daily hospital occupancy,231.0
Denmark,2021-02-27,Daily hospital occupancy,217.0
Denmark,2021-02-28,Daily hospital occupancy,231.0
Denmark,2021-03-01,Daily hospital occupancy,243.0
Denmark,2021-03-02,Daily hospital occupancy,232.0
Denmark,2021-03-03,Daily hospital occupancy,225.0
Denmark,2021-03-04,Daily hospital occupancy,217.0
Denmark,2021-03-05,Daily hospital occupancy,215.0
Denmark,2021-03-06,Daily hospital occupancy,211.0
Denmark,2021-03-07,Daily hospital occupancy,224.0
Denmark,2021-03-08,Daily hospital occupancy,234.0
Denmark,2021-03-09,Daily hospital occupancy,221.0
Denmark,2021-03-10,Daily hospital occupancy,230.0
Denmark,2021-03-11,Daily hospital occupancy,222.0
Denmark,2021-03-12,Daily hospital occupancy,225.0
Denmark,2021-03-13,Daily hospital occupancy,213.0
Denmark,2021-03-14,Daily hospital occupancy,217.0
Denmark,2021-03-15,Daily hospital occupancy,211.0
Denmark,2021-03-16,Daily hospital occupancy,207.0
Denmark,2021-03-17,Daily hospital occupancy,196.0
Denmark,2021-03-18,Daily hospital occupancy,195.0
Denmark,2021-03-19,Daily hospital occupancy,191.0
Denmark,2021-03-20,Daily hospital occupancy,179.0
Denmark,2021-03-21,Daily hospital occupancy,184.0
Denmark,2021-03-22,Daily hospital occupancy,192.0
Denmark,2021-03-23,Daily hospital occupancy,214.0
Denmark,2021-03-24,Daily hospital occupancy,216.0
Denmark,2021-03-25,Daily hospital occupancy,214.0
Denmark,2021-03-26,Daily hospital occupancy,207.0
Denmark,2021-03-27,Daily hospital occupancy,192.0
Denmark,2021-03-28,Daily hospital occupancy,200.0
Denmark,2021-03-29,Daily hospital occupancy,216.0
Denmark,2021-03-30,Daily hospital occupancy,226.0
Denmark,2021-03-31,Daily hospital occupancy,218.0
Denmark,2021-04-01,Daily hospital occupancy,211.0
Denmark,2021-04-02,Daily hospital occupancy,211.0
Denmark,2021-04-03,Daily hospital occupancy,215.0
Denmark,2021-04-04,Daily hospital occupancy,211.0
Denmark,2021-04-05,Daily hospital occupancy,220.0
Denmark,2021-04-06,Daily hospital occupancy,219.0
Denmark,2021-04-07,Daily hospital occupancy,237.0
Denmark,2021-04-08,Daily hospital occupancy,237.0
Denmark,2021-04-09,Daily hospital occupancy,221.0
Denmark,2021-04-10,Daily hospital occupancy,208.0
Denmark,2021-04-11,Daily hospital occupancy,211.0
Denmark,2021-04-12,Daily hospital occupancy,207.0
Denmark,2021-04-13,Daily hospital occupancy,197.0
Denmark,2021-04-14,Daily hospital occupancy,204.0
Denmark,2021-04-15,Daily hospital occupancy,191.0
Denmark,2021-04-16,Daily hospital occupancy,185.0
Denmark,2021-04-17,Daily hospital occupancy,173.0
Denmark,2021-04-18,Daily hospital occupancy,181.0
Denmark,2021-04-19,Daily hospital occupancy,199.0
Denmark,2021-04-20,Daily hospital occupancy,194.0
Denmark,2021-04-21,Daily hospital occupancy,191.0
Denmark,2021-04-22,Daily hospital occupancy,191.0
Denmark,2021-04-23,Daily hospital occupancy,190.0
Denmark,2021-04-24,Daily hospital occupancy,177.0
Denmark,2021-04-25,Daily hospital occupancy,181.0
Denmark,2021-04-26,Daily hospital occupancy,177.0
Denmark,2021-04-27,Daily hospital occupancy,172.0
Denmark,2021-04-28,Daily hospital occupancy,181.0
Denmark,2021-04-29,Daily hospital occupancy,173.0
Denmark,2021-04-30,Daily hospital occupancy,176.0
Denmark,2021-05-01,Daily hospital occupancy,174.0
Denmark,2021-05-02,Daily hospital occupancy,179.0
Denmark,2021-05-03,Daily hospital occupancy,184.0
Denmark,2021-05-04,Daily hospital occupancy,163.0
Denmark,2021-05-05,Daily hospital occupancy,161.0
Denmark,2021-05-06,Daily hospital occupancy,156.0
Denmark,2021-05-07,Daily hospital occupancy,157.0
Denmark,2021-05-08,Daily hospital occupancy,143.0
Denmark,2021-05-09,Daily hospital occupancy,150.0
Denmark,2021-05-10,Daily hospital occupancy,153.0
Denmark,2021-05-11,Daily hospital occupancy,165.0
Denmark,2021-05-12,Daily hospital occupancy,158.0
Denmark,2021-05-13,Daily hospital occupancy,154.0
Denmark,2021-05-14,Daily hospital occupancy,163.0
Denmark,2021-05-15,Daily hospital occupancy,162.0
Denmark,2021-05-16,Daily hospital occupancy,164.0
Denmark,2021-05-17,Daily hospital occupancy,173.0
Denmark,2021-05-18,Daily hospital occupancy,166.0
Denmark,2021-05-19,Daily hospital occupancy,163.0
Denmark,2021-05-20,Daily hospital occupancy,160.0
Denmark,2021-05-21,Daily hospital occupancy,143.0
Denmark,2021-05-22,Daily hospital occupancy,146.0
Denmark,2021-05-23,Daily hospital occupancy,139.0
Denmark,2021-05-24,Daily hospital occupancy,143.0
Denmark,2021-05-25,Daily hospital occupancy,148.0
Denmark,2021-05-26,Daily hospital occupancy,148.0
Denmark,2021-05-27,Daily hospital occupancy,149.0
Denmark,2021-05-28,Daily hospital occupancy,143.0
Denmark,2021-05-29,Daily hospital occupancy,144.0
Denmark,2021-05-30,Daily hospital occupancy,148.0
Denmark,2021-05-31,Daily hospital occupancy,153.0
Denmark,2021-06-01,Daily hospital occupancy,155.0
Denmark,2021-06-02,Daily hospital occupancy,157.0
Denmark,2021-06-03,Daily hospital occupancy,143.0
Denmark,2021-06-04,Daily hospital occupancy,145.0
Denmark,2021-06-05,Daily hospital occupancy,134.0
Denmark,2021-06-06,Daily hospital occupancy,138.0
Denmark,2021-06-07,Daily hospital occupancy,137.0
Denmark,2021-06-08,Daily hospital occupancy,124.0
Denmark,2021-06-09,Daily hospital occupancy,122.0
Denmark,2021-06-10,Daily hospital occupancy,120.0
Denmark,2021-06-11,Daily hospital occupancy,111.0
Denmark,2021-06-12,Daily hospital occupancy,99.0
Denmark,2021-06-13,Daily hospital occupancy,98.0
Denmark,2021-06-14,Daily hospital occupancy,102.0
Denmark,2021-06-15,Daily hospital occupancy,101.0
Denmark,2021-06-16,Daily hospital occupancy,93.0
Denmark,2021-06-17,Daily hospital occupancy,84.0
Denmark,2021-06-18,Daily hospital occupancy,84.0
Denmark,2021-06-19,Daily hospital occupancy,76.0
Denmark,2021-06-20,Daily hospital occupancy,80.0
Denmark,2021-06-21,Daily hospital occupancy,82.0
Denmark,2021-06-22,Daily hospital occupancy,67.0
Denmark,2021-06-23,Daily hospital occupancy,64.0
Denmark,2021-06-24,Daily hospital occupancy,68.0
Denmark,2021-06-25,Daily hospital occupancy,65.0
Denmark,2021-06-26,Daily hospital occupancy,63.0
Denmark,2021-06-27,Daily hospital occupancy,66.0
Denmark,2021-06-28,Daily hospital occupancy,65.0
Denmark,2021-06-29,Daily hospital occupancy,62.0
Denmark,2021-06-30,Daily hospital occupancy,55.0
Denmark,2021-07-01,Daily hospital occupancy,52.0
Denmark,2021-07-02,Daily hospital occupancy,48.0
Denmark,2021-07-03,Daily hospital occupancy,43.0
Denmark,2021-07-04,Daily hospital occupancy,39.0
Denmark,2021-07-05,Daily hospital occupancy,40.0
Denmark,2021-07-06,Daily hospital occupancy,43.0
Denmark,2021-07-07,Daily hospital occupancy,39.0
Denmark,2021-07-08,Daily hospital occupancy,38.0
Denmark,2021-07-09,Daily hospital occupancy,35.0
Denmark,2021-07-10,Daily hospital occupancy,28.0
Denmark,2021-07-11,Daily hospital occupancy,29.0
Denmark,2021-07-12,Daily hospital occupancy,37.0
Denmark,2021-07-13,Daily hospital occupancy,47.0
Denmark,2021-07-14,Daily hospital occupancy,51.0
Denmark,2021-07-15,Daily hospital occupancy,51.0
Denmark,2021-07-16,Daily hospital occupancy,53.0
Denmark,2021-07-17,Daily hospital occupancy,55.0
Denmark,2021-07-18,Daily hospital occupancy,53.0
Denmark,2021-07-19,Daily hospital occupancy,50.0
Denmark,2021-07-20,Daily hospital occupancy,50.0
Denmark,2021-07-21,Daily hospital occupancy,55.0
Denmark,2021-07-22,Daily hospital occupancy,57.0
Denmark,2021-07-23,Daily hospital occupancy,55.0
Denmark,2021-07-24,Daily hospital occupancy,56.0
Denmark,2021-07-25,Daily hospital occupancy,59.0
Denmark,2021-07-26,Daily hospital occupancy,60.0
Denmark,2021-07-27,Daily hospital occupancy,61.0
Denmark,2021-07-28,Daily hospital occupancy,64.0
Denmark,2021-07-29,Daily hospital occupancy,57.0
Denmark,2021-07-30,Daily hospital occupancy,56.0
Denmark,2021-07-31,Daily hospital occupancy,54.0
Denmark,2021-08-01,Daily hospital occupancy,57.0
Denmark,2021-08-02,Daily hospital occupancy,54.0
Denmark,2021-08-03,Daily hospital occupancy,62.0
Denmark,2021-08-04,Daily hospital occupancy,59.0
Denmark,2021-08-05,Daily hospital occupancy,62.0
Denmark,2021-08-06,Daily hospital occupancy,69.0
Denmark,2021-08-07,Daily hospital occupancy,67.0
Denmark,2021-08-08,Daily hospital occupancy,80.0
Denmark,2021-08-09,Daily hospital occupancy,83.0
Denmark,2021-08-10,Daily hospital occupancy,85.0
Denmark,2021-08-11,Daily hospital occupancy,103.0
